0,2.605374130102773,2.7651365749269905
1,1.6917802094910792,2.238615606965474
2,1.6373989942013074,2.165969680901868
3,1.6263732525986454,2.1421832470706628
4,1.6222419033389868,2.1260371395564697
5,1.6192950181145158,2.113266231114027
6,1.6174839819008446,2.109779672231068
7,1.6157278419578598,2.102679268137146
8,1.6148313395540854,2.0978624400635573
9,1.6146165532476915,2.094700564677894
10,1.6142080012384852,2.0930483147786183
11,1.6138091515822164,2.092016132556209
12,1.6137769254691285,2.09157429960118
